training/critic/critic_loss,training/critic/q_mean,training/critic/q_max,training/critic/q_min,training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/q_loss,training/actor/q,training/actor/mse,training/grad/max,training/grad/min,training/grad/norm,validation/critic/critic_loss,validation/critic/q_mean,validation/critic/q_max,validation/critic/q_min,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/q_loss,validation/actor/q,validation/actor/mse,time/epoch_time,time/total_time,step
1.4974422454833984,-0.31022727489471436,2.203545093536377,-2.586305856704712,7.401971340179443,1.5261356830596924,0.5549208521842957,0.32662734389305115,-0.32662734389305115,0.5507921576499939,10486.7470703125,-6294.36083984375,704727.135887146,1.4960564374923706,-0.29770541191101074,1.2762207984924316,-2.434441566467285,7.594377040863037,1.5698338747024536,0.570769727230072,0.3168458640575409,-0.3168458640575409,0.5492764711380005,0.01979806251525879,98.99031376838684,5000
1.4982972145080566,-0.288939893245697,2.251312017440796,-2.5035338401794434,7.285872459411621,1.4280037879943848,0.5559052228927612,0.298816442489624,-0.298816442489624,0.5414004325866699,21325.0234375,-12716.314453125,1424615.5242767334,1.4420539140701294,-0.29031509160995483,1.610870361328125,-2.6499342918395996,7.429827690124512,1.4735538959503174,0.563981831073761,0.3164559006690979,-0.3164559006690979,0.5388290882110596,0.020502778625488282,201.50421118736267,10000
1.629276990890503,-0.2567700743675232,1.8724337816238403,-2.065488815307617,7.335585594177246,1.5342410802841187,0.5532852411270142,0.26849204301834106,-0.26849204301834106,0.547218918800354,32159.072265625,-19138.3671875,2144456.245513916,1.716630458831787,-0.2968181371688843,2.5967512130737305,-2.957763195037842,7.497363090515137,1.4665275812149048,0.5718929767608643,0.31190574169158936,-0.31190574169158936,0.5400366187095642,0.020351873540878297,303.26358246803284,15000
1.5560764074325562,-0.25388407707214355,2.5632967948913574,-2.769087314605713,7.459090709686279,1.472188949584961,0.5705671906471252,0.28122979402542114,-0.28122979402542114,0.5023653507232666,42959.94140625,-25581.541015625,2864691.3687438965,1.5092318058013916,-0.30310630798339844,2.1973800659179688,-2.535410165786743,7.417050361633301,1.4652433395385742,0.5635446310043335,0.31636056303977966,-0.31636056303977966,0.5579084157943726,0.020763010215759277,407.07863688468933,20000
1.600858211517334,-0.27054548263549805,2.2473127841949463,-2.1257266998291016,7.532196521759033,1.5410714149475098,0.5692384839057922,0.2987402379512787,-0.2987402379512787,0.541121244430542,53777.89453125,-32024.84765625,3584336.7791137695,1.522810459136963,-0.3274073600769043,1.7883217334747314,-3.097717046737671,7.558722496032715,1.5691112279891968,0.5633711814880371,0.3558991551399231,-0.3558991551399231,0.5444651246070862,0.020971516942977907,511.93622612953186,25000
1.476919412612915,-0.32011812925338745,1.5499268770217896,-2.0653626918792725,7.602974891662598,1.520953893661499,0.5737779140472412,0.3442423343658447,-0.3442423343658447,0.5272021293640137,64597.4609375,-38448.94140625,4303861.403808594,1.470253348350525,-0.2993971109390259,2.1070406436920166,-2.518848419189453,7.419482707977295,1.5075836181640625,0.5591208934783936,0.3206900954246521,-0.3206900954246521,0.5360219478607178,0.019696301412582398,610.4177391529083,30000
1.6176581382751465,-0.2828051447868347,2.478233814239502,-2.6454527378082275,7.3333258628845215,1.4633018970489502,0.5547791123390198,0.32223260402679443,-0.32223260402679443,0.5152806639671326,75425.96875,-44868.34765625,5023877.447509766,1.4612531661987305,-0.34819120168685913,2.0683627128601074,-2.4668469429016113,7.472972869873047,1.5395209789276123,0.5577420592308044,0.3560313582420349,-0.3560313582420349,0.5395602583885193,0.01768179440498352,698.8267164230347,35000
1.4633088111877441,-0.2871406078338623,1.9035308361053467,-2.20306396484375,7.534940242767334,1.5421267747879028,0.569159984588623,0.301213800907135,-0.301213800907135,0.5615050792694092,86258.0625,-51304.4453125,5744723.130004883,1.5073702335357666,-0.25636857748031616,1.805603265762329,-2.275449275970459,7.458724021911621,1.582521915435791,0.5602707862854004,0.27349400520324707,-0.27349400520324707,0.5322046279907227,0.018441629886627196,791.0348694324493,40000
1.5117156505584717,-0.3056240379810333,2.269937515258789,-2.330390691757202,7.518146991729736,1.4934797286987305,0.5694399476051331,0.3302677869796753,-0.3302677869796753,0.5234937071800232,97078.9921875,-57730.84375,6464993.541503906,1.5596225261688232,-0.25257429480552673,1.9973654747009277,-2.340163469314575,7.468762397766113,1.531396508216858,0.5652438402175903,0.2849280536174774,-0.2849280536174774,0.5393023490905762,0.021287074422836304,897.4702467918396,45000
1.4686686992645264,-0.2998039424419403,2.131561756134033,-2.611499071121216,7.354588985443115,1.5044342279434204,0.5534659624099731,0.31549566984176636,-0.31549566984176636,0.5497375726699829,107903.5,-64162.9609375,7185635.021728516,1.6019870042800903,-0.2992672920227051,1.989823818206787,-2.271273374557495,7.431421279907227,1.5227330923080444,0.5589715242385864,0.3189730644226074,-0.3189730644226074,0.5253406167030334,0.02056325855255127,1000.286544084549,50000
1.4478652477264404,-0.31283116340637207,1.7518548965454102,-2.4778823852539062,7.528412818908691,1.5166633129119873,0.56793212890625,0.33242812752723694,-0.33242812752723694,0.5318750143051147,118720.8828125,-70587.4453125,7905230.047119141,1.5237418413162231,-0.31067752838134766,1.7358794212341309,-2.434441566467285,7.509552001953125,1.5507917404174805,0.5633122324943542,0.3256377875804901,-0.3256377875804901,0.5511331558227539,0.02076823353767395,1104.127715587616,55000
1.4975769519805908,-0.2964312732219696,1.3888700008392334,-2.3307900428771973,7.341274738311768,1.5040887594223022,0.5521695613861084,0.31549033522605896,-0.31549033522605896,0.5308928489685059,129546.53125,-77013.6796875,8625269.786132812,1.424032211303711,-0.3209817409515381,1.6933460235595703,-2.613321542739868,7.580819129943848,1.6105904579162598,0.5625065565109253,0.3451627492904663,-0.3451627492904663,0.5454440116882324,0.020726358270645142,1207.7595114707947,60000
1.443722128868103,-0.30561313033103943,2.2105727195739746,-2.217822551727295,7.231299877166748,1.5265852212905884,0.5373212099075317,0.3315030336380005,-0.3315030336380005,0.5356752872467041,140374.515625,-83457.4453125,9345780.541137695,1.6080913543701172,-0.31660979986190796,2.1254353523254395,-2.287837266921997,7.53525972366333,1.5064523220062256,0.5685632228851318,0.34317559003829956,-0.34317559003829956,0.540745735168457,0.020454439973831177,1310.0317175388336,65000
1.5289877653121948,-0.28642988204956055,1.8875490427017212,-2.504758834838867,7.513116359710693,1.5812182426452637,0.5614316463470459,0.31758177280426025,-0.31758177280426025,0.5456920862197876,151194.625,-89887.6484375,10065590.817626953,1.5156276226043701,-0.28443631529808044,2.0679333209991455,-2.5191433429718018,7.527358531951904,1.5032027959823608,0.5707155466079712,0.3170003890991211,-0.3170003890991211,0.5383306741714478,0.020444961738586426,1412.2565298080444,70000
1.557624340057373,-0.2827850580215454,2.51054310798645,-2.2743377685546875,7.389960289001465,1.5574746131896973,0.5545911192893982,0.2865746021270752,-0.2865746021270752,0.5377686023712158,162025.15625,-96314.6640625,10786224.835327148,1.5329396724700928,-0.27891770005226135,1.704891324043274,-2.520134925842285,7.343786716461182,1.4637876749038696,0.55684894323349,0.31150978803634644,-0.31150978803634644,0.5442860126495361,0.020484849548339845,1514.6807799339294,75000
1.4934380054473877,-0.3102375268936157,1.8326674699783325,-3.4321961402893066,7.567564964294434,1.532853126525879,0.5696135759353638,0.338576078414917,-0.338576078414917,0.5408008694648743,172819.796875,-102748.15625,11505756.379394531,1.6087565422058105,-0.19630661606788635,2.010709762573242,-2.592963933944702,7.483851909637451,1.5299232006072998,0.571446418762207,0.2394641935825348,-0.2394641935825348,0.5413818955421448,0.020474612712860107,1617.0538461208344,80000
1.4961388111114502,-0.310745507478714,1.8291501998901367,-2.3964009284973145,7.518723011016846,1.534297227859497,0.565611720085144,0.3283083736896515,-0.3283083736896515,0.5481945872306824,183671.46875,-109171.8515625,12226226.34399414,1.5606269836425781,-0.2861151099205017,1.781714677810669,-2.4969823360443115,7.564598083496094,1.5321029424667358,0.5733791589736938,0.29870373010635376,-0.29870373010635376,0.5387763977050781,0.020432241344451905,1719.2150554656982,85000
1.6140384674072266,-0.2324855923652649,2.478233814239502,-2.4072792530059814,7.298829078674316,1.5879285335540771,0.5443048477172852,0.26785191893577576,-0.26785191893577576,0.5295393466949463,194505.34375,-115603.765625,12946842.51171875,1.5053753852844238,-0.3235708475112915,2.430393695831299,-2.9750587940216064,7.38353967666626,1.5371724367141724,0.5508624315261841,0.3377431631088257,-0.3377431631088257,0.5394522547721863,0.02059286379814148,1822.1793792247772,90000
1.4737951755523682,-0.3179304003715515,2.125840902328491,-2.442661762237549,7.429007530212402,1.5156837701797485,0.5565353631973267,0.3479706048965454,-0.3479706048965454,0.5318259000778198,205296.046875,-122056.390625,13666777.950439453,1.5933787822723389,-0.29682713747024536,1.5810964107513428,-2.905477523803711,7.411174297332764,1.520869255065918,0.5570031404495239,0.32027387619018555,-0.32027387619018555,0.5451465249061584,0.02047892327308655,1924.5739965438843,95000
1.5685875415802002,-0.2762488126754761,2.5431554317474365,-2.746145009994507,7.4894914627075195,1.6077196598052979,0.5592402219772339,0.2893696129322052,-0.2893696129322052,0.526832103729248,216106.5625,-128482.6171875,14386376.139038086,1.4871904850006104,-0.2855677604675293,2.3068199157714844,-2.689802885055542,7.525701999664307,1.4736573696136475,0.5737605690956116,0.3144393861293793,-0.3144393861293793,0.541714072227478,0.020344864416122436,2026.2983236312866,100000
